"X","X.1","X.2","Round.1","Round.1.1","X.3","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","year"
"","","","","","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.","Minnesota forfeited the 29th overall pick.",1
"30","30","CHI","Trenton Hassell\hassetr01","Austin Peay State University","9","644","16278","3741","1826","1132",".445",".318",".765","25.3","5.8","2.8","1.8","13.8",".041","-2.3","-1.3",1
"31","31","GSW","Gilbert Arenas\arenagi01","University of Arizona","11","552","19351","11402","2168","2909",".421",".351",".803","35.1","20.7","3.9","5.3","51.3",".127","2.9","24.1",1
"32","32","ORL","Omar Cook\cookom01","St. John's University","2","22","213","37","13","46",".333",".000",".500","9.7","1.7","0.6","2.1","-0.1","-.021","-6.1","-0.2",1
"33","33","MEM","Will Solomon\solomwi01","Clemson University","2","115","1584","584","132","225",".378",".298",".692","13.8","5.1","1.1","2.0","0.0",".000","-4.7","-1.1",1
"34","34","ATL","Terence Morris\morrite01","University of Maryland","3","139","1934","472","377","93",".407",".196",".711","13.9","3.4","2.7","0.7","1.0",".025","-3.6","-0.8",1
"35","35","NJN","Brian Scalabrine\scalabr01","University of Southern California","11","520","6772","1594","1034","436",".390",".344",".783","13.0","3.1","2.0","0.8","7.6",".054","-2.6","-1.1",1
"36","36","CLE","Jeff Trepagnier\trepaje01","University of Southern California","3","31","270","88","43","22",".337",".462",".700","8.7","2.8","1.4","0.7","-0.2","-.038","-4.8","-0.2",1
"37","37","PHI","Damone Brown\brownda02","Syracuse University","4","39","351","108","52","19",".336",".286",".667","9.0","2.8","1.3","0.5","-0.7","-.100","-10.3","-0.7",1
"38","38","DET","Mehmet Okur\okurme01","","10","634","18429","8561","4436","1089",".458",".375",".797","29.1","13.5","7.0","1.7","54.7",".142","1.4","15.7",1
"39","39","NYK","Michael Wright","University of Arizona","","","","","","","","","","","","","","","","","",1
"40","40","SEA","Earl Watson\watsoea01","University of California Los Angeles","13","878","19494","5593","1985","3871",".411",".324",".703","22.2","6.4","2.3","4.4","19.2",".047","-1.8","1.0",1
"41","41","IND","Jamison Brewer\breweja01","Auburn University","4","54","468","89","50","56",".372",".250",".393","8.7","1.6","0.9","1.0","0.0","-.001","-4.4","-0.3",1
"42","42","SEA","Bobby Simmons\simmobo01","DePaul University","10","466","11513","4189","1791","710",".437",".396",".823","24.7","9.0","3.8","1.5","20.1",".084","-0.1","5.4",1
"43","43","NYK","Eric Chenowith","University of Kansas","","","","","","","","","","","","","","","","","",1
"44","44","DAL","Kyle Hill","Eastern Illinois University","","","","","","","","","","","","","","","","","",1
"45","45","CHI","Sean Lampley\lamplse01","University of California","2","45","550","203","94","33",".463",".000",".691","12.2","4.5","2.1","0.7","1.1",".096","-3.2","-0.2",1
"46","46","MIN","Loren Woods\woodslo01","University of Arizona","6","215","2428","555","682","74",".419",".143",".642","11.3","2.6","3.2","0.3","3.1",".062","-2.9","-0.6",1
"47","47","DEN","Ousmane Cisse","","","","","","","","","","","","","","","","","","",1
"48","48","MEM","Antonis Fotsis\fotsian01","","1","28","320","108","62","10",".404",".304",".850","11.4","3.9","2.2","0.4","0.1",".017","-4.9","-0.2",1
"49","49","MIA","Ken Johnson\johnske03","Ohio State University","1","16","156","32","32","0",".405","",".333","9.8","2.0","2.0","0.0","0.0","-.002","-10.0","-0.3",1
"50","50","POR","Ruben Boumtje-Boumtje\boumtru01","Georgetown University","3","44","276","43","57","6",".368","",".556","6.3","1.0","1.3","0.1","0.2",".027","-4.5","-0.2",1
"51","51","PHO","Alton Ford\fordal02","University of Houston","3","73","524","186","124","11",".507","",".697","7.2","2.5","1.7","0.2","0.8",".074","-6.5","-0.6",1
"52","52","MIL","Andre Hutson","Michigan State University","","","","","","","","","","","","","","","","","",1
"53","53","UTA","Jarron Collins\collija03","Stanford University","10","542","8542","2095","1579","419",".455",".000",".699","15.8","3.9","2.9","0.8","15.7",".088","-1.8","0.5",1
"54","54","DAL","Kenny Satterfield\satteke01","University of Cincinnati","2","75","1062","321","95","176",".335",".218",".746","14.2","4.3","1.3","2.3","-1.1","-.051","-6.1","-1.1",1
"55","55","SAC","Maurice Jeffers","Saint Louis University","","","","","","","","","","","","","","","","","",1
"56","56","SAS","Robertas Javtokas\javtoro01","","","","","","","","","","","","","","","","","","",1
"57","57","PHI","Alvin Jones\jonesal01","Georgia Institute of Technology","1","23","126","26","36","3",".400","",".500","5.5","1.1","1.6","0.1","0.1",".034","-4.5","-0.1",1
"58","58","SAS","Bryan Bracey","University of Oregon","","","","","","","","","","","","","","","","","",1
"1","1","HOU","Yao Ming\mingya01","","8","486","15818","9247","4494","769",".524",".200",".833","32.5","19.0","9.2","1.6","65.9",".200","2.3","17.0",2
"2","2","CHI","Jay Williams\willija03","Duke University","1","75","1961","714","195","350",".399",".322",".640","26.1","9.5","2.6","4.7","0.8",".020","-2.2","-0.1",2
"3","3","GSW","Mike Dunleavy\dunlemi02","Duke University","15","986","27340","11048","4211","2185",".441",".377",".803","27.7","11.2","4.3","2.2","58.5",".103","0.3","15.9",2
"4","4","MEM","Drew Gooden\goodedr01","University of Kansas","14","790","20127","8653","5618","896",".462",".257",".760","25.5","11.0","7.1","1.1","43.9",".105","-1.5","2.3",2
"5","5","DEN","Nikoloz Tskitishvili\tskitni01","","4","172","1946","507","307","114",".304",".235",".730","11.3","2.9","1.8","0.7","-1.6","-.039","-6.3","-2.1",2
"6","6","CLE","Dajuan Wagner\wagneda02","University of Memphis","4","103","2202","964","142","195",".366",".321",".770","21.4","9.4","1.4","1.9","0.0",".000","-5.6","-2.0",2
"7","7","NYK","Nene Hilario\hilarne01","","17","955","25113","10879","5798","1712",".548",".135",".661","26.3","11.4","6.1","1.8","73.1",".140","1.8","24.4",2
"8","8","LAC","Chris Wilcox\wilcoch01","University of Maryland","11","628","12474","5150","3076","455",".541",".000",".643","19.9","8.2","4.9","0.7","26.9",".103","-1.6","1.2",2
"9","9","PHO","Amar'e Stoudemire\stoudam01","","14","846","26254","15994","6632","1050",".537",".236",".761","31.0","18.9","7.8","1.2","92.5",".169","0.5","16.8",2
"10","10","MIA","Caron Butler\butleca01","University of Connecticut","14","881","28333","12430","4387","2007",".434",".348",".847","32.2","14.1","5.0","2.3","50.9",".086","0.2","15.9",2
"11","11","WAS","Jared Jeffries\jeffrja01","Indiana University","11","629","13579","3003","2563","798",".426",".250",".583","21.6","4.8","4.1","1.3","13.1",".046","-0.9","3.8",2
"12","12","LAC","Melvin Ely\elyme01","California State University Fresno","9","375","6005","1992","1215","261",".460",".000",".625","16.0","5.3","3.2","0.7","4.0",".032","-3.6","-2.4",2
"13","13","MIL","Marcus Haislip\haislma01","University of Tennessee","4","89","854","311","131","16",".437",".350",".659","9.6","3.5","1.5","0.2","0.5",".026","-6.2","-0.9",2
"14","14","IND","Fred Jones\jonesfr01","University of Oregon","7","430","10299","3206","958","990",".411",".353",".809","24.0","7.5","2.2","2.3","16.5",".077","-0.9","2.8",2
"15","15","HOU","Bostjan Nachbar\nachbbo01","","6","317","5628","2252","836","283",".406",".375",".784","17.8","7.1","2.6","0.9","8.7",".074","-2.3","-0.4",2
"16","16","PHI","Jiri Welsch\welscji01","","4","247","4596","1519","602","375",".403",".343",".752","18.6","6.1","2.4","1.5","5.7",".059","-2.1","-0.1",2
"17","17","WAS","Juan Dixon\dixonju01","University of Maryland","7","436","8509","3678","816","775",".413",".341",".833","19.5","8.4","1.9","1.8","6.1",".034","-3.0","-2.1",2
"18","18","ORL","Curtis Borchardt\borchcu01","Stanford University","2","83","1117","258","278","64",".421",".000",".742","13.5","3.1","3.3","0.8","1.0",".041","-2.4","-0.1",2
"19","19","UTA","Ryan Humphrey\humphry01","University of Notre Dame","3","85","772","197","189","18",".344",".000",".539","9.1","2.3","2.2","0.2","-0.4","-.027","-7.6","-1.1",2
"20","20","TOR","Kareem Rush\rushka01","University of Missouri","7","346","5956","2213","572","353",".400",".358",".703","17.2","6.4","1.7","1.0","1.7",".013","-4.1","-3.2",2
"21","21","POR","Qyntel Woods\woodsqy01","Northeast Mississippi Community College","4","167","2060","691","385","105",".452",".357",".603","12.3","4.1","2.3","0.6","1.4",".032","-3.0","-0.5",2
"22","22","PHO","Casey Jacobsen\jacobca01","Stanford University","4","287","5320","1488","516","304",".393",".352",".769","18.5","5.2","1.8","1.1","6.2",".056","-2.3","-0.4",2
"23","23","DET","Tayshaun Prince\princta01","University of Kentucky","14","1017","31576","11272","4332","2406",".455",".367",".756","31.0","11.1","4.3","2.4","63.1",".096","0.1","16.6",2
"24","24","NJN","Nenad Krstic\krstine01","","7","419","10547","4210","2261","346",".494",".143",".730","25.2","10.0","5.4","0.8","21.5",".098","-2.6","-1.5",2
"25","25","DEN","Frank Williams\willifr02","University of Illinois at Urbana-Champaign","3","86","952","253","77","166",".352",".300",".833","11.1","2.9","0.9","1.9","0.1",".003","-5.0","-0.7",2
"26","26","SAS","John Salmons\salmojo01","University of Miami","13","895","23672","8292","2603","2183",".431",".366",".799","26.4","9.3","2.9","2.4","33.9",".069","-1.0","5.8",2
"27","27","LAL","Chris Jefferies\jeffech01","California State University Fresno","2","72","861","281","88","29",".383",".365",".667","12.0","3.9","1.2","0.4","-0.5","-.030","-6.3","-0.9",2
"28","28","SAC","Dan Dickau\dickada01","Gonzaga University","6","300","4617","1745","405","752",".401",".341",".831","15.4","5.8","1.4","2.5","5.9",".061","-2.3","-0.4",2
